"T","."
"2017-02-22","4.340356e-11"
"2017-02-23","4.704560e-11"
"2017-02-24","4.762651e-11"
"2017-02-27","4.179087e-11"
"2017-02-28","4.126206e-11"
"2017-03-01","4.005761e-11"
"2017-03-02","4.180007e-11"
"2017-03-03","5.015276e-11"
"2017-03-06","4.870011e-11"
"2017-03-07","3.112686e-11"
"2017-03-08","3.955301e-11"
"2017-03-09","2.938519e-11"
"2017-03-10","2.536882e-11"
"2017-03-13","3.507696e-11"
"2017-03-14","3.233879e-11"
"2017-03-15","3.588797e-11"
"2017-03-16","2.864607e-11"
"2017-03-17","2.705207e-11"
"2017-03-20","3.867766e-11"
"2017-03-21","3.350546e-11"
"2017-03-22","4.445953e-11"
"2017-03-23","4.026233e-11"
"2017-03-24","3.394260e-11"
"2017-03-27","4.759001e-11"
"2017-03-28","4.806101e-11"
"2017-03-29","4.858221e-11"
"2017-03-30","5.994533e-11"
"2017-03-31","7.062881e-11"
"2017-04-05","3.739957e-11"
"2017-04-06","2.689705e-11"
"2017-04-07","2.637003e-11"
"2017-04-10","3.277494e-11"
"2017-04-11","3.678600e-11"
"2017-04-12","3.254851e-11"
"2017-04-13","3.391323e-11"
"2017-04-14","3.916019e-11"
"2017-04-17","4.649267e-11"
"2017-04-18","4.636585e-11"
"2017-04-19","4.972155e-11"
"2017-04-20","3.230581e-11"
"2017-04-21","4.799113e-11"
"2017-04-24","7.125340e-11"
"2017-04-25","3.572591e-11"
"2017-04-26","3.505567e-11"
"2017-04-27","4.193395e-11"
"2017-04-28","4.045727e-11"
"2017-05-02","4.191846e-11"
"2017-05-03","3.097509e-11"
"2017-05-04","3.720343e-11"
"2017-05-05","4.276702e-11"
"2017-05-08","4.530561e-11"
"2017-05-09","5.355773e-11"
"2017-05-10","4.208010e-11"
"2017-05-11","6.690441e-11"
"2017-05-12","6.675972e-11"
"2017-05-15","7.637504e-11"
"2017-05-16","6.415957e-11"
